origin,destination,search_date,departure_date,days_ahead,price
BSB,GRU,2025-05-12,2025-07-10,59,443.75
NAT,CGB,2024-10-07,2024-12-26,80,443.16
BEL,GRU,2025-04-08,2025-04-17,9,1041.74
REC,NAT,2025-01-03,2025-04-03,90,406.13
CWB,POA,2025-05-11,2025-05-12,1,818.82
GIG,FLN,2025-07-04,2025-09-06,64,252.96
SSA,GRU,2024-09-14,2024-12-06,83,508.65
SSA,GIG,2025-02-10,2025-02-11,1,1160.63
NAT,FOR,2024-10-17,2024-11-24,38,578.38
FOR,CGH,2025-01-03,2025-01-06,3,617.83
REC,SSA,2025-01-24,2025-03-18,53,446.58
POA,BEL,2025-02-07,2025-02-25,18,763.94
SSA,SDU,2025-05-16,2025-08-03,79,668.86
VCP,CGB,2025-02-27,2025-04-16,48,374.8
VCP,FOR,2024-12-15,2025-03-07,82,837.76
SDU,CGH,2025-08-18,2025-10-14,57,648.96
FLN,SSA,2025-02-13,2025-05-14,90,772.13
BSB,FLN,2024-09-19,2024-10-13,24,556.15
NAT,SDU,2025-07-30,2025-08-31,32,351.98
CGH,NAT,2025-06-29,2025-09-09,72,966.48
SDU,FOR,2024-09-10,2024-11-19,70,193.2
CGB,SSA,2024-10-05,2024-11-16,42,595.35
GIG,CWB,2025-09-03,2025-10-05,32,724.77
POA,CWB,2025-04-18,2025-06-14,57,400.89
BEL,GRU,2025-01-09,2025-04-05,86,304.61
REC,GIG,2024-10-20,2025-01-06,78,623.63
CWB,REC,2025-03-11,2025-05-19,69,543.26
BEL,CGH,2025-01-15,2025-03-30,74,604.97
CGH,CGB,2024-11-02,2025-01-12,71,733.68
FLN,CGB,2025-02-22,2025-05-11,78,797.34
NAT,SDU,2025-04-15,2025-06-09,55,525.12
VCP,POA,2025-03-04,2025-05-08,65,825.08
CGH,GIG,2024-12-17,2025-02-07,52,982.4
FOR,VCP,2024-12-19,2025-02-25,68,525.46
NAT,CGH,2025-05-31,2025-06-04,4,1118.79
BSB,GIG,2024-10-07,2024-11-26,50,637.46
REC,VCP,2025-07-15,2025-07-23,8,817.01
NAT,GRU,2024-11-09,2024-12-08,29,937.61
FOR,CGH,2025-06-05,2025-08-15,71,727.79
FLN,CGB,2025-02-08,2025-04-27,78,714.29
BEL,GIG,2024-10-01,2024-10-25,24,746.49
GRU,BSB,2025-05-17,2025-07-01,45,260.27
FLN,POA,2025-04-17,2025-05-16,29,720.13
REC,GRU,2025-07-23,2025-08-09,17,886.66
GIG,REC,2025-07-23,2025-08-05,13,1007.65
FOR,GRU,2025-09-02,2025-11-01,60,1052.32
VCP,POA,2025-04-25,2025-07-14,80,429.55
VCP,BSB,2024-11-19,2024-12-17,28,895.94
GIG,VCP,2025-04-02,2025-05-07,35,607.49
FLN,CWB,2025-01-21,2025-03-02,40,814.36
POA,GRU,2025-03-18,2025-04-03,16,614.15
VCP,CWB,2024-09-15,2024-11-27,73,486.95
CGB,REC,2025-08-11,2025-09-17,37,333.77
CGB,REC,2024-09-15,2024-11-18,64,208.55
CGH,SDU,2025-02-17,2025-03-14,25,759.78
FLN,REC,2025-03-14,2025-05-28,75,466.69
BSB,FOR,2025-05-28,2025-05-30,2,780.49
VCP,CWB,2025-04-16,2025-04-26,10,589.97
NAT,GRU,2024-11-22,2024-12-17,25,238.47
CWB,REC,2025-01-16,2025-01-17,1,572.22
BEL,NAT,2025-03-24,2025-06-03,71,681.36
CWB,BSB,2025-05-05,2025-06-11,37,263.43
CGH,GIG,2024-10-21,2024-11-14,24,439.19
GRU,CGH,2024-11-09,2025-01-10,62,326.45
GRU,REC,2024-09-13,2024-09-24,11,290.85
FOR,CWB,2025-01-23,2025-03-28,64,577.24
CGH,REC,2024-11-15,2025-02-03,80,453.09
SSA,BSB,2025-07-08,2025-09-15,69,231.91
CGH,CGB,2025-07-29,2025-08-13,15,734.76
FOR,BEL,2024-12-17,2025-01-20,34,547.35
SDU,NAT,2024-11-22,2024-12-02,10,461.37
FLN,CWB,2025-01-03,2025-02-05,33,404.85
SSA,BSB,2025-07-10,2025-09-13,65,579.84
BSB,GRU,2025-02-01,2025-02-20,19,466.9
CGH,BEL,2024-12-03,2025-01-16,44,440.13
POA,BEL,2025-08-04,2025-10-27,84,872.43
NAT,CGB,2025-05-10,2025-07-18,69,237.07
BEL,CWB,2025-08-14,2025-09-01,18,815.76
GRU,FOR,2024-11-02,2024-12-25,53,242.28
NAT,FOR,2025-01-15,2025-01-25,10,331.82
VCP,GRU,2025-08-15,2025-08-20,5,1182.71
CGH,REC,2025-03-03,2025-04-29,57,213.35
REC,POA,2024-11-19,2024-11-23,4,444.32
FLN,GIG,2024-12-07,2025-01-22,46,734.29
REC,GIG,2024-09-18,2024-10-02,14,310.37
SDU,GRU,2025-08-01,2025-08-28,27,1031.19
CWB,CGB,2025-02-05,2025-03-04,27,694.59
REC,BSB,2025-03-05,2025-04-03,29,643.9
NAT,CGB,2025-09-02,2025-10-25,53,950.81
BSB,FLN,2024-10-20,2024-12-05,46,1015.55
FLN,GRU,2024-10-11,2025-01-01,82,758.28
POA,GIG,2025-07-17,2025-07-29,12,1036.72
CGH,BEL,2025-04-22,2025-06-08,47,671.55
POA,FOR,2025-01-24,2025-04-21,87,403.03
GRU,NAT,2024-11-26,2024-12-11,15,301.15
BEL,GIG,2025-04-14,2025-06-28,75,590.02
NAT,GRU,2024-11-24,2025-01-28,65,1065.36
SSA,BSB,2025-01-19,2025-01-26,7,825.97
NAT,GIG,2025-03-20,2025-04-08,19,221.79
SSA,SDU,2024-09-25,2024-10-11,16,827.34
GRU,BSB,2025-07-07,2025-07-31,24,959.18
POA,CWB,2025-05-20,2025-06-07,18,436.31
BEL,VCP,2024-12-19,2025-01-12,24,682.0
FLN,REC,2025-05-30,2025-06-09,10,381.2
GIG,SSA,2025-06-09,2025-08-27,79,447.07
SSA,VCP,2025-08-23,2025-11-20,89,883.23
CGH,BEL,2025-05-18,2025-06-21,34,780.02
NAT,GRU,2025-09-05,2025-10-08,33,546.95
FLN,VCP,2025-01-07,2025-01-29,22,297.96
BSB,SSA,2025-08-26,2025-09-14,19,990.37
VCP,REC,2025-05-08,2025-07-27,80,1042.07
SDU,SSA,2025-07-18,2025-08-14,27,951.48
GRU,GIG,2025-01-30,2025-02-27,28,879.87
SDU,POA,2024-12-24,2025-02-02,40,662.95
BEL,POA,2025-06-21,2025-07-21,30,654.21
GIG,SSA,2025-07-14,2025-08-23,40,297.74
CWB,VCP,2024-11-12,2024-11-17,5,933.9
REC,BEL,2025-03-01,2025-03-13,12,221.67
BSB,POA,2025-04-20,2025-06-03,44,222.6
NAT,POA,2024-12-20,2025-03-16,86,925.81
CGB,GRU,2025-06-09,2025-08-20,72,1127.88
POA,CGB,2024-10-14,2024-12-11,58,318.94
GIG,POA,2025-06-08,2025-06-10,2,647.88
POA,CGB,2024-11-30,2025-02-04,66,552.7
FLN,GIG,2025-05-07,2025-06-09,33,531.55
BSB,FLN,2025-04-27,2025-07-20,84,398.16
BEL,NAT,2025-08-18,2025-10-28,71,651.98
REC,POA,2025-01-08,2025-02-04,27,628.15
SDU,NAT,2025-01-04,2025-01-17,13,978.63
GIG,CGH,2024-10-08,2024-11-18,41,471.82
CGH,CWB,2024-10-03,2024-11-06,34,348.0
CGB,SDU,2025-05-16,2025-06-09,24,336.29
CGH,GRU,2025-01-20,2025-04-04,74,251.97
BSB,CGB,2025-06-05,2025-07-12,37,221.31
BSB,FOR,2024-12-07,2025-02-06,61,737.62
GRU,CGH,2025-01-06,2025-04-03,87,1031.29
SSA,POA,2024-10-29,2025-01-15,78,596.33
NAT,REC,2024-10-08,2024-10-13,5,611.26
CWB,SDU,2025-06-06,2025-07-23,47,492.42
GRU,CGH,2025-02-11,2025-02-21,10,769.7
CWB,GRU,2025-07-03,2025-08-24,52,186.04
CGB,SSA,2025-05-20,2025-05-30,10,351.67
FLN,CWB,2025-02-18,2025-04-29,70,638.14
REC,GRU,2025-04-24,2025-04-26,2,1308.25
SDU,SSA,2024-11-18,2024-12-01,13,692.44
VCP,CWB,2024-09-07,2024-12-03,87,460.44
SSA,VCP,2025-04-26,2025-06-16,51,745.51
NAT,CWB,2025-03-05,2025-03-27,22,739.71
VCP,CGH,2025-05-12,2025-06-29,48,1152.59
VCP,REC,2025-03-14,2025-03-16,2,799.72
CWB,BEL,2025-08-18,2025-09-16,29,446.08
CGH,CGB,2024-10-17,2024-12-16,60,500.1
GRU,VCP,2024-12-04,2025-02-06,64,850.61
NAT,BEL,2025-05-23,2025-06-25,33,462.36
SSA,GIG,2025-07-29,2025-10-02,65,901.13
CGB,FOR,2025-01-15,2025-03-16,60,790.22
FLN,CGH,2025-08-18,2025-09-03,16,1045.97
BEL,REC,2024-10-29,2024-11-16,18,653.94
BEL,CGH,2024-12-26,2025-03-08,72,474.09
NAT,CGB,2024-09-12,2024-11-15,64,686.05
FOR,SDU,2025-01-25,2025-03-20,54,785.97
SDU,BEL,2025-01-22,2025-02-27,36,983.54
FOR,BEL,2025-02-07,2025-02-14,7,484.71
VCP,NAT,2025-05-30,2025-08-12,74,607.18
CGB,FOR,2025-05-30,2025-08-27,89,782.46
FOR,BEL,2025-04-08,2025-04-25,17,632.54
SDU,NAT,2025-05-14,2025-08-11,89,627.08
SDU,CWB,2025-01-16,2025-02-23,38,311.23
CGH,REC,2025-02-28,2025-03-15,15,883.98
VCP,REC,2024-10-19,2024-10-30,11,340.58
CGH,BSB,2024-11-24,2025-02-11,79,298.5
GRU,BEL,2025-05-23,2025-08-06,75,235.02
FLN,SSA,2025-02-21,2025-05-06,74,680.17
GRU,GIG,2025-08-09,2025-08-19,10,524.44
NAT,POA,2025-01-07,2025-02-07,31,526.52
SSA,BSB,2025-07-12,2025-08-06,25,1017.04
BSB,SDU,2024-10-20,2024-11-29,40,528.31
FOR,BEL,2024-10-15,2024-11-02,18,560.72
BEL,FOR,2025-02-12,2025-04-27,74,650.95
BSB,SSA,2025-03-01,2025-03-31,30,242.53
GIG,NAT,2024-12-03,2024-12-09,6,977.48
REC,GIG,2024-09-09,2024-10-27,48,408.31
POA,GRU,2025-01-30,2025-03-21,50,546.5
GIG,GRU,2025-05-20,2025-07-19,60,393.82
SSA,REC,2025-04-11,2025-06-03,53,767.72
CGH,NAT,2025-07-11,2025-07-21,10,465.51
NAT,GIG,2025-05-26,2025-06-12,17,539.12
CGB,BSB,2025-04-19,2025-05-01,12,982.43
SSA,CGB,2025-03-08,2025-05-04,57,567.27
SSA,NAT,2025-07-16,2025-08-09,24,765.85
FLN,BEL,2025-01-02,2025-02-14,43,397.3
SSA,REC,2025-03-28,2025-04-17,20,665.29
GIG,CGB,2025-01-15,2025-03-09,53,791.39
FOR,FLN,2025-05-14,2025-07-18,65,907.64
CGB,CGH,2024-12-19,2025-02-23,66,611.68
SDU,POA,2025-08-09,2025-09-03,25,223.61
BEL,FLN,2025-02-17,2025-04-10,52,1166.27
FOR,SDU,2025-01-06,2025-01-29,23,510.41
GIG,CWB,2025-07-15,2025-07-27,12,934.19
BSB,SSA,2025-05-24,2025-07-25,62,513.77
NAT,GIG,2024-10-12,2025-01-04,84,839.69
POA,FLN,2025-05-08,2025-07-30,83,862.63
REC,CGB,2025-08-13,2025-09-29,47,292.76
POA,REC,2025-08-18,2025-11-04,78,301.15
SDU,BSB,2025-04-16,2025-05-27,41,987.75
VCP,CGB,2025-05-25,2025-08-02,69,704.04
SSA,FLN,2025-08-14,2025-10-29,76,683.31
FLN,VCP,2025-06-21,2025-06-28,7,512.57
NAT,GIG,2025-07-23,2025-07-24,1,938.88
NAT,CWB,2025-02-26,2025-04-22,55,1007.4
FOR,SSA,2024-09-30,2024-11-10,41,819.77
BEL,POA,2025-07-18,2025-07-26,8,219.04
VCP,REC,2024-12-18,2025-01-17,30,395.35
SDU,GRU,2025-03-01,2025-05-12,72,353.78
REC,GIG,2025-08-20,2025-09-16,27,803.13
FLN,SSA,2024-11-29,2024-12-20,21,585.97
CWB,GIG,2025-06-20,2025-07-06,16,676.71
CGB,SSA,2024-11-22,2025-01-17,56,860.76
CGH,GRU,2025-05-26,2025-08-04,70,558.94
CWB,SSA,2024-09-23,2024-10-05,12,441.92
FLN,SSA,2025-08-28,2025-09-15,18,445.02
CGB,GIG,2024-11-15,2024-12-27,42,1059.92
POA,SDU,2025-03-20,2025-06-05,77,734.46
REC,GIG,2025-07-18,2025-08-31,44,401.34
SSA,CGB,2025-02-16,2025-05-10,83,770.44
SSA,GRU,2025-01-31,2025-03-18,46,899.41
GRU,BEL,2024-11-08,2024-12-24,46,316.58
FOR,BSB,2025-05-16,2025-08-10,86,804.58
NAT,FOR,2025-04-18,2025-07-10,83,810.47
SSA,CWB,2025-08-11,2025-09-18,38,660.94
CWB,GIG,2025-03-13,2025-04-05,23,932.16
GRU,REC,2025-07-24,2025-09-18,56,328.89
CGH,FOR,2024-12-26,2025-02-04,40,662.24
GIG,BSB,2024-11-14,2024-12-26,42,586.76
GRU,SSA,2024-09-29,2024-10-23,24,614.26
GIG,CGB,2024-11-02,2024-12-01,29,233.69
CWB,BSB,2025-04-12,2025-05-02,20,592.9
FLN,CWB,2025-06-10,2025-06-17,7,1151.37
POA,CWB,2025-01-05,2025-03-01,55,381.33
CWB,BEL,2025-05-29,2025-07-15,47,689.09
SSA,CGB,2024-12-05,2025-01-26,52,479.63
NAT,POA,2025-03-27,2025-05-21,55,388.73
SDU,BSB,2024-10-25,2025-01-07,74,607.39
POA,BSB,2025-04-02,2025-04-17,15,609.14
CGH,FOR,2025-06-17,2025-07-23,36,628.32
GRU,FOR,2024-09-12,2024-11-25,74,781.57
SDU,BEL,2025-02-27,2025-03-05,6,868.74
POA,SSA,2025-08-01,2025-09-03,33,703.58
SDU,CGH,2024-11-10,2025-01-19,70,916.47
SDU,BEL,2024-12-26,2025-01-17,22,865.9
REC,SSA,2025-08-18,2025-11-06,80,535.18
BEL,CGH,2025-08-24,2025-11-11,79,462.25
CGH,BSB,2024-11-14,2025-01-25,72,765.78
REC,GIG,2024-12-31,2025-03-06,65,222.06
REC,SDU,2024-09-26,2024-12-18,83,606.56
BSB,FLN,2025-06-29,2025-08-06,38,624.44
FOR,CGB,2025-06-27,2025-09-25,90,317.88
CGB,VCP,2024-10-02,2024-11-22,51,1013.19
FOR,CWB,2024-09-19,2024-10-04,15,425.62
SSA,SDU,2024-10-12,2024-12-26,75,866.72
REC,FLN,2025-06-26,2025-07-25,29,794.2
BSB,CWB,2025-08-05,2025-08-14,9,412.15
GRU,VCP,2024-12-06,2025-02-09,65,539.08
CGH,NAT,2025-01-29,2025-02-08,10,678.6
VCP,REC,2025-01-06,2025-03-26,79,520.86
REC,NAT,2025-05-11,2025-05-19,8,346.15
VCP,SDU,2025-01-18,2025-02-21,34,519.39
BSB,CGH,2025-08-27,2025-10-08,42,303.12
BEL,CWB,2024-11-17,2025-01-24,68,650.72
CGB,FLN,2024-10-17,2024-12-21,65,190.79
BSB,FLN,2025-04-07,2025-04-24,17,821.12
CWB,BEL,2025-05-15,2025-07-01,47,308.86
CGB,GIG,2025-08-09,2025-10-30,82,511.27
SSA,FOR,2025-07-26,2025-10-16,82,1020.95
GIG,CGH,2025-01-23,2025-02-25,33,557.59
REC,FLN,2025-07-15,2025-08-16,32,427.79
REC,CGH,2025-06-06,2025-06-26,20,881.76
BSB,POA,2024-12-04,2025-01-27,54,853.5
REC,FLN,2024-11-27,2024-11-29,2,794.4
GRU,BSB,2024-12-28,2025-01-15,18,695.81
SSA,BSB,2025-03-21,2025-04-03,13,1215.86
CWB,BSB,2024-12-08,2025-01-30,53,580.8
CGH,CGB,2024-09-13,2024-10-04,21,403.81
REC,FOR,2025-04-30,2025-06-09,40,715.42
FLN,BEL,2024-11-22,2024-12-20,28,872.03
NAT,CWB,2024-11-18,2024-11-23,5,550.82
NAT,POA,2024-10-26,2024-12-07,42,903.27
FLN,REC,2025-06-04,2025-07-03,29,816.07
CGH,VCP,2025-01-05,2025-03-08,62,502.12
CGH,BEL,2025-04-18,2025-05-15,27,361.6
SSA,POA,2025-05-31,2025-08-10,71,529.73
GIG,BSB,2025-02-02,2025-03-11,37,409.14
FOR,NAT,2025-07-04,2025-09-02,60,726.47
REC,SDU,2024-10-26,2024-11-02,7,403.1
CGB,REC,2024-12-20,2024-12-27,7,1028.62
SSA,VCP,2024-10-06,2024-11-22,47,704.68
GIG,SDU,2025-07-05,2025-09-19,76,489.14
GIG,SSA,2024-11-05,2024-12-16,41,802.6
BSB,SSA,2024-11-08,2024-12-08,30,257.18
CGH,SDU,2025-09-03,2025-10-31,58,338.79
CGB,CWB,2025-07-29,2025-10-19,82,677.53
BSB,FLN,2025-01-30,2025-02-10,11,1175.28
GRU,SSA,2025-02-16,2025-04-24,67,508.63
CWB,GRU,2025-04-21,2025-05-01,10,299.82
VCP,BEL,2025-04-25,2025-07-12,78,601.59
CGH,GRU,2025-02-21,2025-04-26,64,634.84
GIG,FOR,2025-03-07,2025-03-15,8,293.67
VCP,BSB,2024-10-25,2024-11-07,13,400.51
GRU,CGH,2025-08-25,2025-09-04,10,811.36
NAT,CGB,2025-04-28,2025-05-01,3,866.23
NAT,CWB,2024-12-15,2025-01-22,38,591.85
GRU,SDU,2024-11-30,2025-01-22,53,331.94
VCP,REC,2025-04-24,2025-05-07,13,812.74
POA,VCP,2025-01-09,2025-02-16,38,820.01
SSA,REC,2025-05-14,2025-08-11,89,562.82
REC,CWB,2025-03-13,2025-04-24,42,310.91
FLN,FOR,2025-01-09,2025-02-23,45,633.58
FOR,FLN,2025-02-04,2025-04-28,83,389.54
VCP,CGH,2025-06-17,2025-09-05,80,752.54
SSA,VCP,2024-09-07,2024-10-02,25,815.57
SSA,FOR,2025-01-01,2025-02-11,41,901.45
SDU,FOR,2025-08-30,2025-09-22,23,328.22
CWB,NAT,2025-02-16,2025-02-28,12,1061.31
CGH,FOR,2025-04-22,2025-07-13,82,613.24
NAT,SDU,2025-03-21,2025-06-13,84,378.51
FLN,POA,2025-02-22,2025-04-10,47,1023.04
GRU,GIG,2025-06-13,2025-08-20,68,241.51
NAT,SSA,2024-10-16,2024-10-17,1,1107.56
VCP,SSA,2025-05-20,2025-08-11,83,990.87
CGB,SDU,2024-12-15,2024-12-25,10,205.73
SSA,BEL,2025-08-05,2025-10-27,83,937.38
GIG,CGB,2025-03-30,2025-06-21,83,635.85
CWB,SSA,2025-08-30,2025-10-23,54,550.58
POA,CGH,2025-08-06,2025-08-27,21,1029.7
FLN,GIG,2025-02-28,2025-05-09,70,621.87
GIG,SDU,2025-06-04,2025-08-29,86,605.35
FOR,GIG,2024-12-05,2024-12-11,6,207.16
SDU,POA,2025-02-17,2025-04-03,45,860.21
SSA,GIG,2024-12-16,2025-01-04,19,1033.56
GIG,SDU,2025-07-22,2025-10-18,88,824.67
FLN,CWB,2025-02-07,2025-02-26,19,402.01
CGH,FLN,2025-03-31,2025-04-12,12,640.6
BEL,FLN,2025-05-17,2025-05-23,6,980.08
CGB,FOR,2025-05-10,2025-05-29,19,270.17
SDU,POA,2025-03-20,2025-05-31,72,676.78
CWB,POA,2025-01-26,2025-04-16,80,497.62
CGB,CWB,2025-04-03,2025-05-28,55,843.48
FLN,SDU,2025-08-28,2025-09-29,32,319.88
CGB,CWB,2025-08-23,2025-10-17,55,468.33
BSB,GRU,2025-01-30,2025-02-09,10,624.12
BSB,BEL,2025-06-10,2025-08-29,80,208.48
NAT,SSA,2025-07-26,2025-09-27,63,403.31
FLN,BSB,2024-12-17,2025-01-10,24,1074.75
GRU,CWB,2024-12-05,2025-01-26,52,225.27
FOR,VCP,2025-03-25,2025-05-15,51,799.87
BSB,GIG,2025-03-17,2025-04-07,21,378.73
FLN,FOR,2025-04-08,2025-05-18,40,880.4
CGB,GIG,2025-08-07,2025-10-08,62,990.32
CWB,CGH,2025-03-27,2025-05-23,57,720.32
BEL,GIG,2025-01-08,2025-03-05,56,474.82
SSA,CWB,2025-08-06,2025-10-26,81,445.86
GRU,NAT,2025-02-12,2025-04-12,59,497.64
CGH,CGB,2025-05-29,2025-07-30,62,879.58
CGB,CWB,2025-03-17,2025-03-21,4,244.58
VCP,GRU,2024-09-09,2024-10-08,29,220.53
FOR,VCP,2024-10-27,2024-11-17,21,529.19
CGB,REC,2025-06-21,2025-07-11,20,397.89
CGB,NAT,2025-01-15,2025-04-04,79,623.82
FOR,REC,2024-09-10,2024-09-25,15,642.78
GRU,FOR,2024-09-24,2024-12-01,68,993.13
GRU,CGH,2024-09-07,2024-09-24,17,995.9
GRU,CGH,2025-03-29,2025-04-23,25,820.04
FOR,CWB,2024-12-12,2025-01-12,31,974.08
VCP,SDU,2024-12-01,2024-12-03,2,968.04
SSA,POA,2025-06-08,2025-08-28,81,254.91
POA,SSA,2025-05-15,2025-06-17,33,1002.18
CGH,GIG,2025-06-21,2025-09-12,83,508.12
CGB,GIG,2025-03-03,2025-03-20,17,243.42
VCP,NAT,2024-09-17,2024-12-05,79,374.03
POA,NAT,2025-02-03,2025-05-02,88,395.57
FOR,POA,2025-07-13,2025-09-25,74,444.72
VCP,GIG,2025-08-25,2025-10-18,54,588.23
SSA,BEL,2025-02-21,2025-04-09,47,700.61
BEL,GIG,2024-09-27,2024-10-27,30,654.39
REC,GIG,2025-01-12,2025-01-25,13,859.64
FLN,REC,2025-02-25,2025-05-15,79,534.21
BEL,REC,2024-11-08,2024-12-29,51,779.89
NAT,POA,2024-09-15,2024-11-22,68,376.01
BEL,CGH,2025-08-24,2025-10-30,67,1003.01
REC,CGB,2024-12-03,2025-02-10,69,489.74
SSA,FOR,2025-02-15,2025-03-30,43,461.76
GIG,FLN,2025-08-29,2025-10-20,52,262.67
CGB,FLN,2025-04-26,2025-06-06,41,619.57
NAT,CGB,2025-01-07,2025-02-16,40,259.35
POA,NAT,2025-07-07,2025-07-09,2,586.43
POA,CGH,2025-05-17,2025-05-23,6,845.18
POA,FLN,2025-03-03,2025-05-14,72,600.94
REC,POA,2025-04-06,2025-04-07,1,391.35
SSA,NAT,2024-11-02,2025-01-30,89,829.67
SSA,CWB,2024-10-27,2025-01-20,85,774.1
GIG,BSB,2025-01-06,2025-03-22,75,741.71
FOR,GIG,2024-12-03,2025-01-05,33,496.12
SDU,CWB,2025-04-04,2025-06-30,87,564.24
BSB,VCP,2025-01-02,2025-03-20,77,718.75
CGB,POA,2024-12-17,2025-02-06,51,581.81
VCP,BEL,2024-10-24,2024-12-17,54,629.31
NAT,BEL,2025-06-25,2025-06-27,2,317.69
CWB,FOR,2025-08-02,2025-08-27,25,377.48
SDU,POA,2025-02-06,2025-03-14,36,201.65
CWB,REC,2024-09-20,2024-11-14,55,820.25
SDU,VCP,2024-12-12,2025-01-29,48,682.44
VCP,NAT,2025-06-26,2025-07-10,14,889.62
REC,FOR,2025-09-03,2025-10-23,50,957.54
BSB,FLN,2025-02-18,2025-04-16,57,871.23
REC,POA,2025-02-16,2025-04-22,65,1126.58
CGB,SSA,2025-05-23,2025-07-01,39,346.59
SSA,REC,2025-08-31,2025-09-24,24,502.69
CGH,NAT,2025-05-13,2025-05-31,18,834.58
SSA,NAT,2025-06-06,2025-07-25,49,379.88
CGB,CGH,2025-08-23,2025-10-14,52,231.6
REC,BEL,2025-04-30,2025-07-07,68,705.39
GIG,SSA,2025-04-12,2025-06-15,64,250.66
GRU,REC,2024-10-09,2024-11-17,39,780.55
BSB,GRU,2025-05-03,2025-06-22,50,759.38
SSA,GRU,2025-03-11,2025-03-21,10,749.57
POA,CWB,2025-07-12,2025-08-15,34,212.16
CGB,CWB,2025-07-28,2025-07-31,3,1087.55
BSB,FOR,2025-06-29,2025-08-08,40,833.88
CGH,SDU,2024-10-16,2024-12-11,56,734.32
CGH,SSA,2025-09-02,2025-11-25,84,987.05
BEL,CWB,2025-03-12,2025-04-18,37,1015.15
POA,FLN,2025-03-29,2025-06-02,65,423.01
FLN,FOR,2025-05-30,2025-07-23,54,184.14
CWB,FLN,2025-05-16,2025-08-14,90,786.25
NAT,BEL,2025-03-03,2025-04-14,42,352.8
SDU,REC,2025-05-05,2025-07-25,81,980.42
SSA,GIG,2024-12-29,2025-02-11,44,821.44
POA,CWB,2025-05-17,2025-08-11,86,493.09
SSA,SDU,2024-09-26,2024-10-16,20,1081.14
NAT,GIG,2025-01-29,2025-03-20,50,892.24
POA,REC,2025-09-02,2025-10-29,57,456.07
CWB,GRU,2024-10-13,2024-12-05,53,649.58
GIG,FOR,2025-04-17,2025-05-25,38,800.11
VCP,POA,2025-03-30,2025-05-15,46,651.4
CWB,BEL,2025-05-15,2025-07-02,48,788.59
GRU,CGB,2025-07-25,2025-08-27,33,884.19
GRU,REC,2025-04-05,2025-05-18,43,774.53
GIG,GRU,2025-02-03,2025-03-31,56,495.58
CWB,FLN,2025-01-19,2025-04-15,86,765.47
BEL,FLN,2025-02-27,2025-04-15,47,689.56
BSB,CWB,2025-02-08,2025-04-29,80,969.38
SDU,SSA,2024-10-15,2024-11-25,41,847.83
CGB,SSA,2025-07-22,2025-10-04,74,587.46
VCP,REC,2025-08-09,2025-11-03,86,779.24
REC,SDU,2025-04-02,2025-05-04,32,866.03
GRU,FLN,2025-04-28,2025-07-05,68,911.87
FOR,NAT,2025-08-31,2025-09-01,1,491.94
CGH,REC,2024-12-06,2025-01-03,28,863.49
BSB,FOR,2024-10-24,2024-12-23,60,544.59
CWB,REC,2025-01-02,2025-01-05,3,279.6
BSB,FOR,2025-03-09,2025-05-08,60,426.83
FOR,BEL,2025-03-12,2025-04-28,47,1040.46
SDU,BSB,2025-07-31,2025-10-17,78,1019.11
CWB,SSA,2025-04-03,2025-05-01,28,636.79
FOR,NAT,2025-02-09,2025-04-24,74,537.63
POA,GRU,2025-03-28,2025-06-21,85,764.78
GIG,NAT,2024-11-13,2024-12-07,24,905.8
BEL,SDU,2024-11-15,2025-01-04,50,440.62
POA,BSB,2024-12-14,2024-12-31,17,738.49
CGH,CWB,2025-06-16,2025-07-01,15,389.46
CGB,BEL,2025-02-17,2025-02-23,6,688.42
FLN,GRU,2024-10-18,2025-01-03,77,822.07
REC,BEL,2025-07-15,2025-09-21,68,430.64
FLN,GIG,2025-04-07,2025-05-26,49,689.38
BEL,VCP,2024-11-04,2024-11-21,17,372.63
POA,VCP,2024-12-24,2025-02-19,57,433.06
REC,VCP,2025-02-09,2025-03-06,25,726.7
CGB,REC,2025-06-17,2025-07-05,18,898.34
POA,CGB,2025-03-19,2025-05-21,63,799.38
REC,CWB,2025-06-17,2025-07-07,20,430.58
REC,VCP,2025-08-08,2025-08-15,7,216.63
GRU,VCP,2025-06-22,2025-08-21,60,454.43
FOR,VCP,2024-11-18,2025-01-31,74,695.6
CGH,FLN,2025-05-22,2025-07-30,69,191.5
FLN,GIG,2024-11-03,2024-12-20,47,615.58
REC,BSB,2025-06-25,2025-08-07,43,380.76
CWB,CGH,2024-12-10,2025-02-16,68,364.95
VCP,BSB,2025-01-09,2025-02-06,28,949.25
POA,CGH,2025-07-16,2025-10-06,82,284.48
NAT,POA,2024-09-13,2024-10-07,24,477.99
GRU,FOR,2025-09-01,2025-09-30,29,1027.2
GIG,POA,2025-04-16,2025-07-08,83,684.76
SSA,FLN,2025-06-10,2025-09-08,90,555.87
VCP,BEL,2024-12-13,2025-02-12,61,411.47
SSA,CGH,2024-12-26,2025-01-18,23,303.44
VCP,SSA,2025-06-02,2025-07-14,42,654.63
POA,SDU,2024-11-28,2025-01-09,42,377.8
NAT,CGB,2024-09-28,2024-12-11,74,421.37
POA,FLN,2024-09-06,2024-11-01,56,183.28
CGH,NAT,2025-04-27,2025-06-19,53,450.65
NAT,CWB,2025-03-24,2025-04-29,36,423.74
VCP,SSA,2025-08-10,2025-09-23,44,226.59
